Id,Ip,Data-Hora,Nome,Etapas,Amostra,Et,Tempo,Eixo X,Eixo Y,Altura Tela,Largura Tela,Imagen Sorteada
1,desativado,2024-06-26 17:49:23,XzPC44xGgpNF,1,,1,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100,661.9277740586057;698.6313636390062;488.2939517968285;513.2875297441526;590.5407168894496;532.9746722751386;558.5901821424497;592.6822107765673;631.326101235775;507.75850496609536;528.5817253818141;320.9889739037092;328.385373468129;310.4063840515917;325.4895242777215;340.5920839182596;363.06739815028436;367.0985217694948;549.566848940911;162.52635040873372;314.39097876532315;260.1577273433793;488.4345130425575;636.3009571393326;50;97.78756938274773;470.3454990028379;619.236010076504;684.2934414399599;749.053928013418;896.0165272049428;814.4216274485334;837.4909233414801;858.7404527616493;836.8858905844227;543.1313397036988;553.0318116451025;581.8893429096141;397.4102403954154;448.8480214200925;402.7599707550067;454.60408438722396;323.13138588788917;353.6030688662504;325.5257004725979;351.46209674996385;424.87041471917763;400.85399411435134;385.9662150524406;437.66543706730573;241.23620647297548;311.43189218557694;340.4038451238702;310.7890386862053;286.51435672738216;74.18383036643695;50;347.6940133685824;386.8140458522194;324.04091977314465;451.21707197841374;532.5830129447729;460.9498139324464;540.1222369816251;50;456.61490059524766;585.4294803450555;653.9536051010796;648.1596341934621;644.044360002471;660.7181671371623;663.4932956173841;604.3760632113597;619.6364929480154;617.272370080666;581.5822735132442;578.9627711060702;569.6577916043893;586.2784898917977;75.51753373492318;326.6183197763661;364.03131865759804;312.01684910724936;578.867953340384;687.6357471650945;700.0554837178138;744.3648850241116;660.3384580380057;700.8782998520167;817.582297996247;808.35437547849;796.780641903159;835.6755252442358;806.9055697702825;882.4939488791074;903.33701810512;50;276.9370708592294;591.0484676937392;712.4310216225481,437.99134486697085;367.5145506753347;460.541857948549;301.22526287237633;277.22390487654593;353.7625951009727;296.23414472760487;319.22520280021445;297.26311566466165;305.14594582232803;211.42773296382757;260.57901537807766;272.07189752463137;269.87526284234946;287.87798305144406;275.80542424022724;318.46353999518215;315.053365295164;325.297431101892;725.6832484549909;575.8195074043351;545.0468500133684;470.6306624836293;432.5783189909862;682.6674737554231;527.9596790655319;387.556655787439;350.49365935373544;398.2040691951306;409.0351277191621;423.4247951419752;426.37573017360637;432.02239418010777;538.4942539660392;554.2539693888943;561.962806784561;501.32894137121866;513.6160151323429;411.41254070442756;430.3819242424606;423.95402955896316;395.9651406859075;394.2280859943139;423.63969318177624;425.0173479814498;430.5852330202879;405.25574777585234;448.2944026271093;425.95263647071306;425.55263563983544;459.50510258601525;479.2878342564086;457.51754836934197;466.913231971605;469.1460457049152;833.779764576243;926.3995116482306;787.4592171333916;683.2469618668961;665.8047497523967;653.7061941904744;660.2719991243521;688.9293600763631;649.6542232534307;896.1030424878413;563.317842679869;435.6317572892249;218.74266002418153;190.6337016916882;209.56951930101695;186.77533433626195;181.872667406451;191.46893707077652;146.85467960692904;167.19032157752963;123.23288996508609;148.6089608959628;122.44214946849752;154.18792792900376;538.7477403703997;359.51131507285027;700.5494011191763;386.46778782796673;306.77206352181884;259.4160260218996;215.0782712442583;237.21318277731598;206.02595183282574;195.34468208923272;151.7808559610694;143.06768536164782;165.63640213685858;240.24452668405274;250.17852381966122;152.02225521860328;140.51908252421072;617.7190257924917;471.02479929638093;440.66566195019277;399.31303473201297,900,1440,img1.02
